CÓDIGO DO MUNICÍPIO - SIAFI;CÓDIGO DO MUNICÍPIO - IBGE;MUNICÍPIO;UF
3631;2916500;Itapicuru;BA
3633;2916609;Itapitanga;BA
3635;2916708;Itaquara;BA
3637;2916807;Itarantim;BA
3639;2916906;Itiruçu;BA
3641;2917003;Itiúba;BA
3643;2917102;Itororó;BA
3645;2917201;Ituaçu;BA
3647;2917300;Ituberá;BA
3649;2917409;Jacaraci;BA
3651;2917508;Jacobina;BA
3653;2917607;Jaguaquara;BA
3655;2917706;Jaguarari;BA
3657;2917805;Jaguaripe;BA
3659;2917904;Jandaíra;BA
3661;2918001;Jequié;BA
3663;2918100;Jeremoabo;BA
3665;2918209;Jiquiriçá;BA
3667;2918308;Jitaúna;BA
3669;2918407;Juazeiro;BA
3671;2918506;Jussara;BA
3673;2918605;Jussiape;BA
3675;2918704;Lafaiete Coutinho;BA
3677;2918803;Laje;BA
3679;2918902;Lajedão;BA
3681;2919009;Lajedinho;BA
3683;2919108;Lamarão;BA
3685;2919207;Lauro de Freitas;BA
3687;2919306;Lençóis;BA
3689;2919405;Licínio de Almeida;BA
3691;2919504;Livramento de Nossa Senhora;BA
3693;2919603;Macajuba;BA
3695;2919702;Macarani;BA
3697;2919801;Macaúbas;BA
3699;2919900;Macururé;BA
3701;2920007;Maiquinique;BA
3703;2920106;Mairi;BA
3705;2920205;Malhada;BA
3707;2920304;Malhada de Pedras;BA
3709;2920403;Manoel Vitorino;BA
3711;2920502;Maracás;BA
3713;2920601;Maragogipe;BA
3715;2920700;Maraú;BA
3717;2920809;Marcionílio Souza;BA
3719;2920908;Mascote;BA
3721;2921005;Mata de São João;BA
3723;2921104;Medeiros Neto;BA
3725;2921203;Miguel Calmon;BA
3727;2921302;Milagres;BA
3729;2921401;Mirangaba;BA
3731;2921500;Monte Santo;BA
3733;2921609;Morpará;BA
3735;2921708;Morro do Chapéu;BA
3737;2921807;Mortugaba;BA
3739;2921906;Mucugê;BA
3741;2922003;Mucuri;BA
3743;2922102;Mundo Novo;BA
3745;2922201;Muniz Ferreira;BA
3747;2922300;Muritiba;BA
3749;2922409;Mutuípe;BA
3751;2922508;Nazaré;BA
3753;2922607;Nilo Peçanha;BA
3755;2922706;Nova Canaã;BA
3757;2922805;Nova Itarana;BA
3759;2922904;Nova Soure;BA
3761;2923001;Nova Viçosa;BA
3763;2923100;Olindina;BA
3765;2923209;Oliveira dos Brejinhos;BA
3767;2923308;Ouriçangas;BA
3769;2923407;Palmas de Monte Alto;BA
3771;2923506;Palmeiras;BA
3773;2923605;Paramirim;BA
3775;2923704;Paratinga;BA
3777;2923803;Paripiranga;BA
3779;2923902;Pau Brasil;BA
3781;2924009;Paulo Afonso;BA
3783;2924108;Pedrão;BA
3785;2924207;Pedro Alexandre;BA
3787;2924306;Piatã;BA
3789;2924405;Pilão Arcado;BA
3791;2924504;Pindaí;BA
3793;2924603;Pindobaçu;BA
3795;2924702;Piripá;BA
3797;2924801;Piritiba;BA
3799;2924900;Planaltino;BA
3801;2925006;Planalto;BA
3803;2925105;Poções;BA
3805;2925204;Pojuca;BA
3807;2925303;Porto Seguro;BA
3809;2925402;Potiraguá;BA
3811;2925501;Prado;BA
3813;2925600;Presidente Dutra;BA
3815;2925709;Presidente Jânio Quadros;BA
3817;2925808;Queimadas;BA
3819;2925907;Quijingue;BA
3821;2926004;Remanso;BA
3823;2926103;Retirolândia;BA
3825;2926202;Riachão das Neves;BA
3827;2926301;Riachão do Jacuípe;BA
3829;2926400;Riacho de Santana;BA
3831;2926509;Ribeira do Amparo;BA
3833;2926608;Ribeira do Pombal;BA
3835;2926707;Rio de Contas;BA
3837;2926806;Rio do Antônio;BA
3839;2926905;Rio do Pires;BA
3841;2927002;Rio Real;BA
3843;2927101;Rodelas;BA
3845;2927200;Ruy Barbosa;BA
3847;2927309;Salinas da Margarida;BA
3849;2927408;Salvador;BA
3851;2927507;Santa Bárbara;BA
3853;2927606;Santa Brígida;BA
3855;2927705;Santa Cruz Cabrália;BA
3857;2927804;Santa Cruz da Vitória;BA
3859;2927903;Santa Inês;BA
3861;2928000;Santaluz;BA
3863;2928109;Santa Maria da Vitória;BA
3865;2928208;Santana;BA
3867;2928307;Santanópolis;BA
3869;2928505;Santa Terezinha;BA
3871;2928604;Santo Amaro;BA
3873;2928703;Santo Antônio de Jesus;BA
3875;2928802;Santo Estêvão;BA
3877;2928901;São Desidério;BA
3879;2929008;São Félix;BA
3881;2929107;São Felipe;BA
3883;2929206;São Francisco do Conde;BA
3885;2929305;São Gonçalo dos Campos;BA
3887;2929404;São Miguel das Matas;BA
3889;2929503;São Sebastião do Passé;BA
3891;2929602;Sapeaçu;BA
3893;2929701;Sátiro Dias;BA
3895;2929800;Saúde;BA
3897;2929909;Seabra;BA
3899;2930006;Sebastião Laranjeiras;BA
3901;2930105;Senhor do Bonfim;BA
3903;2930204;Sento Sé;BA
3905;2930303;Serra Dourada;BA
3907;2930402;Serra Preta;BA
3909;2930501;Serrinha;BA
3911;2930600;Serrolândia;BA
3913;2930709;Simões Filho;BA
3915;2930808;Souto Soares;BA
3917;2930907;Tabocas do Brejo Velho;BA
3919;2931004;Tanhaçu;BA
3921;2931103;Tanquinho;BA
3923;2931202;Taperoá;BA
3925;2931301;Tapiramutá;BA
3927;2931400;Teodoro Sampaio;BA
3929;2931509;Teofilândia;BA
3931;2931608;Teolândia;BA
3933;2931707;Terra Nova;BA
3935;2931806;Tremedal;BA
3937;2931905;Tucano;BA
3939;2932002;Uauá;BA
3941;2932101;Ubaíra;BA
3943;2932200;Ubaitaba;BA
3945;2932309;Ubatã;BA
3947;2932408;Uibaí;BA
3949;2932507;Una;BA
3951;2932606;Urandi;BA
3953;2932705;Uruçuca;BA
3955;2932804;Utinga;BA
3957;2932903;Valença;BA
3959;2933000;Valente;BA
3961;2933109;Várzea do Poço;BA
3963;2933208;Vera Cruz;BA
3965;2933307;Vitória da Conquista;BA
3967;2933406;Wagner;BA
3969;2933505;Wenceslau Guimarães;BA
3971;2933604;Xique-Xique;BA
3973;2919157;Lapão;BA
3975;2919959;Maetinga;BA
3977;2920452;Mansidão;BA
3979;2922656;Nordestina;BA
3981;2924058;Pé de Serra;BA
3983;2924652;Pintadas;BA
3985;2925956;Rafael Jambeiro;BA
3987;2928059;Santa Luzia;BA
3989;2929255;São Gabriel;BA
3991;2931053;Tanque Novo;BA
3993;2931350;Teixeira de Freitas;BA
3995;2933158;Várzea Nova;BA
3997;2933059;Várzea da Roça;BA
3999;2933455;Wanderley;BA
4001;3100104;Abadia dos Dourados;MG
4003;3100203;Abaeté;MG
4005;3100302;Abre Campo;MG
4007;3100401;Acaiaca;MG
4009;3100500;Açucena;MG
4011;3100609;Água Boa;MG
4013;3100708;Água Comprida;MG
4015;3100807;Aguanil;MG
4017;3100906;Águas Formosas;MG
4019;3101003;Águas Vermelhas;MG
4021;3101102;Aimorés;MG
4023;3101201;Aiuruoca;MG
4025;3101300;Alagoa;MG
4027;3101409;Albertina;MG
4029;3101508;Além Paraíba;MG
4031;3101607;Alfenas;MG
4033;3101706;Almenara;MG
4035;3101805;Alpercata;MG
4037;3101904;Alpinópolis;MG
4039;3102001;Alterosa;MG
4041;3102100;Alto Rio Doce;MG
4043;3102209;Alvarenga;MG
4045;3102308;Alvinópolis;MG
4047;3102407;Alvorada de Minas;MG
4049;3102506;Amparo do Serra;MG
4051;3102605;Andradas;MG
4053;3102704;Cachoeira de Pajeú;MG
4055;3102803;Andrelândia;MG
4057;3102902;Antônio Carlos;MG
4059;3103009;Antônio Dias;MG
4061;3103108;Antônio Prado de Minas;MG
4063;3103207;Araçaí;MG
4065;3103306;Aracitaba;MG
4067;3103405;Araçuaí;MG
4069;3103504;Araguari;MG
4071;3103603;Arantina;MG
4073;3103702;Araponga;MG
4075;3103801;Arapuá;MG
4077;3103900;Araújos;MG
4079;3104007;Araxá;MG
4081;3104106;Arceburgo;MG
4083;3104205;Arcos;MG
4085;3104304;Areado;MG
4087;3104403;Argirita;MG
4089;3104502;Arinos;MG
4091;3104601;Astolfo Dutra;MG
4093;3104700;Ataléia;MG
4095;3104809;Augusto de Lima;MG
4097;3104908;Baependi;MG
4099;3105004;Baldim;MG
4101;3105103;Bambuí;MG
4103;3105202;Bandeira;MG
4105;3105301;Bandeira do Sul;MG
4107;3105400;Barão de Cocais;MG
4109;3105509;Barão de Monte Alto;MG
4111;3105608;Barbacena;MG
4113;3105707;Barra Longa;MG
4115;3169356;Três Marias;MG
4117;3105905;Barroso;MG
4119;3106002;Bela Vista de Minas;MG
4121;3106101;Belmiro Braga;MG
4123;3106200;Belo Horizonte;MG
4125;3106309;Belo Oriente;MG
4127;3106408;Belo Vale;MG
4129;3106507;Berilo;MG
4131;3106606;Bertópolis;MG
4133;3106705;Betim;MG
4135;3106804;Bias Fortes;MG
4137;3106903;Bicas;MG
4139;3107000;Biquinhas;MG
4141;3107109;Boa Esperança;MG
4143;3107208;Bocaina de Minas;MG
4145;3107307;Bocaiúva;MG
4147;3107406;Bom Despacho;MG
4149;3107505;Bom Jardim de Minas;MG
4151;3107604;Bom Jesus da Penha;MG
4153;3107703;Bom Jesus do Amparo;MG
4155;3107802;Bom Jesus do Galho;MG
4157;3107901;Bom Repouso;MG
4159;3108008;Bom Sucesso;MG
4161;3108107;Bonfim;MG
4163;3108206;Bonfinópolis de Minas;MG
4165;3108305;Borda da Mata;MG
4167;3108404;Botelhos;MG
4169;3108503;Botumirim;MG
4171;3108602;Brasília de Minas;MG
4173;3108701;Brás Pires;MG
4175;3108800;Braúnas;MG
4177;3108909;Brazópolis;MG
4179;3109006;Brumadinho;MG
4181;3109105;Bueno Brandão;MG
4183;3109204;Buenópolis;MG
4185;3109303;Buritis;MG
4187;3109402;Buritizeiro;MG
4189;3109501;Cabo Verde;MG
4191;3109600;Cachoeira da Prata;MG
4193;3109709;Cachoeira de Minas;MG
4195;3109808;Cachoeira Dourada;MG
4197;3109907;Caetanópolis;MG
4199;3110004;Caeté;MG
4201;3110103;Caiana;MG
4203;3110202;Cajuri;MG
4205;3110301;Caldas;MG
4207;3110400;Camacho;MG
4209;3110509;Camanducaia;MG
4211;3110608;Cambuí;MG
4213;3110707;Cambuquira;MG
4215;3110806;Campanário;MG
4217;3110905;Campanha;MG
4219;3111002;Campestre;MG
4221;3111101;Campina Verde;MG
4223;3111200;Campo Belo;MG
4225;3111309;Campo do Meio;MG
4227;3111408;Campo Florido;MG
4229;3111507;Campos Altos;MG
4231;3111606;Campos Gerais;MG
4233;3111705;Canaã;MG
4235;3111804;Canápolis;MG
4237;3111903;Cana Verde;MG
4239;3112000;Candeias;MG
4241;3112109;Caparaó;MG
4243;3112208;Capela Nova;MG
4245;3112307;Capelinha;MG
4247;3112406;Capetinga;MG
4249;3112505;Capim Branco;MG
4251;3112604;Capinópolis;MG
4253;3112703;Capitão Enéas;MG
4255;3112802;Capitólio;MG
4257;3112901;Caputira;MG
4259;3113008;Caraí;MG
4261;3113107;Caranaíba;MG
4263;3113206;Carandaí;MG
4265;3113305;Carangola;MG
4267;3113404;Caratinga;MG
4269;3113503;Carbonita;MG
4271;3113602;Careaçu;MG
4273;3113701;Carlos Chagas;MG
4275;3113800;Carmésia;MG
4277;3113909;Carmo da Cachoeira;MG
4279;3114006;Carmo da Mata;MG
4281;3114105;Carmo de Minas;MG
4283;3114204;Carmo do Cajuru;MG
4285;3114303;Carmo do Paranaíba;MG
4287;3114402;Carmo do Rio Claro;MG
4289;3114501;Carmópolis de Minas;MG
4291;3114600;Carrancas;MG
4293;3114709;Carvalhópolis;MG
4295;3114808;Carvalhos;MG
4297;3114907;Casa Grande;MG
4299;3115003;Cascalho Rico;MG
4301;3115102;Cássia;MG
4303;3115201;Conceição da Barra de Minas;MG
4305;3115300;Cataguases;MG
4307;3115409;Catas Altas da Noruega;MG
4309;3115508;Caxambu;MG
4311;3115607;Cedro do Abaeté;MG
4313;3115706;Central de Minas;MG
4315;3115805;Centralina;MG
4317;3115904;Chácara;MG
4319;3116001;Chalé;MG
4321;3116100;Chapada do Norte;MG
4323;3116209;Chiador;MG
4325;3116308;Cipotânea;MG
4327;3116407;Claraval;MG
4329;3116506;Claro dos Poções;MG
4331;3116605;Cláudio;MG
4333;3116704;Coimbra;MG
4335;3116803;Coluna;MG
4337;3116902;Comendador Gomes;MG
4339;3117009;Comercinho;MG
4341;3117108;Conceição da Aparecida;MG
4343;3117207;Conceição das Pedras;MG
4345;3117306;Conceição das Alagoas;MG
4347;3117405;Conceição de Ipanema;MG
4349;3117504;Conceição do Mato Dentro;MG
4351;3117603;Conceição do Pará;MG
4353;3117702;Conceição do Rio Verde;MG
4355;3117801;Conceição dos Ouros;MG
4357;3117900;Congonhal;MG
4359;3118007;Congonhas;MG
4361;3118106;Congonhas do Norte;MG
4363;3118205;Conquista;MG
4365;3118304;Conselheiro Lafaiete;MG
4367;3118403;Conselheiro Pena;MG
4369;3118502;Consolação;MG
4371;3118601;Contagem;MG
4373;3118700;Coqueiral;MG
4375;3118809;Coração de Jesus;MG
4377;3118908;Cordisburgo;MG
4379;3119005;Cordislândia;MG
4381;3119104;Corinto;MG
4383;3119203;Coroaci;MG
4385;3119302;Coromandel;MG
4387;3119401;Coronel Fabriciano;MG
4389;3119500;Coronel Murta;MG
4391;3119609;Coronel Pacheco;MG
4393;3119708;Coronel Xavier Chaves;MG
4395;3119807;Córrego Danta;MG
4397;3119906;Córrego do Bom Jesus;MG
4399;3120003;Córrego Novo;MG
4401;3120102;Couto de Magalhães de Minas;MG
4403;3120201;Cristais;MG
4405;3120300;Cristália;MG
4407;3120409;Cristiano Otoni;MG
4409;3120508;Cristina;MG
4411;3120607;Crucilândia;MG
4413;3120706;Cruzeiro da Fortaleza;MG
4415;3120805;Cruzília;MG
4417;3120904;Curvelo;MG
4419;3121001;Datas;MG
4421;3121100;Delfim Moreira;MG
4423;3121209;Delfinópolis;MG
4425;3121308;Descoberto;MG
4427;3121407;Desterro de Entre Rios;MG
4429;3121506;Desterro do Melo;MG
4431;3121605;Diamantina;MG
4433;3121704;Diogo de Vasconcelos;MG
4435;3121803;Dionísio;MG
4437;3121902;Divinésia;MG
4439;3122009;Divino;MG
4441;3122108;Divino das Laranjeiras;MG
4443;3122207;Divinolândia de Minas;MG
4445;3122306;Divinópolis;MG
4447;3122405;Divisa Nova;MG
4449;3122504;Dom Cavati;MG
4451;3122603;Dom Joaquim;MG
4453;3122702;Dom Silvério;MG
4455;3122801;Dom Viçoso;MG
4457;3122900;Dona Euzébia;MG
4459;3123007;Dores de Campos;MG
4461;3123106;Dores de Guanhães;MG
4463;3123205;Dores do Indaiá;MG
4465;3123304;Dores do Turvo;MG
4467;3123403;Doresópolis;MG
4469;3123502;Douradoquara;MG
4471;3123601;Elói Mendes;MG
4473;3123700;Engenheiro Caldas;MG
4475;3123809;Engenheiro Navarro;MG
4477;3123908;Entre Rios de Minas;MG
4479;3124005;Ervália;MG
4481;3124104;Esmeraldas;MG
4483;3124203;Espera Feliz;MG
4485;3124302;Espinosa;MG
4487;3124401;Espírito Santo do Dourado;MG
4489;3124500;Estiva;MG
4491;3124609;Estrela Dalva;MG
4493;3124708;Estrela do Indaiá;MG
4495;3124807;Estrela do Sul;MG
4497;3124906;Eugenópolis;MG
4499;3125002;Ewbank da Câmara;MG
4501;3125101;Extrema;MG
4503;3125200;Fama;MG
4505;3125309;Faria Lemos;MG
4507;3125408;Felício dos Santos;MG
4509;3125507;São Gonçalo do Rio Preto;MG
4511;3125606;Felisburgo;MG
4513;3125705;Felixlândia;MG
4515;3125804;Fernandes Tourinho;MG
4517;3125903;Ferros;MG
4519;3126000;Florestal;MG
4521;3126109;Formiga;MG
4523;3126208;Formoso;MG
4525;3126307;Fortaleza de Minas;MG
4527;3126406;Fortuna de Minas;MG
4529;3126505;Francisco Badaró;MG
4531;3126604;Francisco Dumont;MG
4533;3126703;Francisco Sá;MG
4535;3126802;Frei Gaspar;MG
4537;3126901;Frei Inocêncio;MG
4539;3127008;Fronteira;MG
4541;3127107;Frutal;MG
4543;3127206;Funilândia;MG
4545;3127305;Galiléia;MG
4547;3127404;Gonçalves;MG
4549;3127503;Gonzaga;MG
4551;3127602;Gouveia;MG
4553;3127701;Governador Valadares;MG
4555;3127800;Grão Mogol;MG
4557;3127909;Grupiara;MG
4559;3128006;Guanhães;MG
4561;3128105;Guapé;MG
4563;3128204;Guaraciaba;MG
4565;3128303;Guaranésia;MG
4567;3128402;Guarani;MG
4569;3128501;Guarará;MG
4571;3128600;Guarda-Mor;MG
4573;3128709;Guaxupé;MG
4575;3128808;Guidoval;MG
4577;3128907;Guimarânia;MG
4579;3129004;Guiricema;MG
4581;3129103;Gurinhatã;MG
4583;3129202;Heliodora;MG
4585;3129301;Iapu;MG
4587;3129400;Ibertioga;MG
4589;3129509;Ibiá;MG
4591;3129608;Ibiaí;MG
4593;3129707;Ibiraci;MG
4595;3129806;Ibirité;MG
4597;3129905;Ibitiúra de Minas;MG
4599;3130002;Ibituruna;MG
4601;3130101;Igarapé;MG
4603;3130200;Igaratinga;MG
4605;3130309;Iguatama;MG
4607;3130408;Ijaci;MG
4609;3130507;Ilicínea;MG
4611;3130606;Inconfidentes;MG
4613;3130705;Indianópolis;MG
4615;3130804;Ingaí;MG
4617;3130903;Inhapim;MG
4619;3131000;Inhaúma;MG
4621;3131109;Inimutaba;MG
4623;3131208;Ipanema;MG
4625;3131307;Ipatinga;MG
4627;3131406;Ipiaçu;MG
4629;3131505;Ipuiúna;MG
4631;3131604;Iraí de Minas;MG
4633;3131703;Itabira;MG
4635;3131802;Itabirinha;MG
4637;3131901;Itabirito;MG
4639;3132008;Itacambira;MG
4641;3132107;Itacarambi;MG
4643;3132206;Itaguara;MG
4645;3132305;Itaipé;MG
4647;3132404;Itajubá;MG
4649;3132503;Itamarandiba;MG
4651;3132602;Itamarati de Minas;MG
4653;3132701;Itambacuri;MG
4655;3132800;Itambé do Mato Dentro;MG
4657;3132909;Itamogi;MG
4659;3133006;Itamonte;MG
4661;3133105;Itanhandu;MG
4663;3133204;Itanhomi;MG
4665;3133303;Itaobim;MG
4667;3133402;Itapagipe;MG
4669;3133501;Itapecerica;MG
4671;3133600;Itapeva;MG
4673;3133709;Itatiaiuçu;MG
4675;3133808;Itaúna;MG
4677;3133907;Itaverava;MG
4679;3134004;Itinga;MG
4681;3134103;Itueta;MG
4683;3134202;Ituiutaba;MG
4685;3134301;Itumirim;MG
4687;3134400;Iturama;MG
4689;3134509;Itutinga;MG
4691;3134608;Jaboticatubas;MG
4693;3134707;Jacinto;MG
4695;3134806;Jacuí;MG
4697;3134905;Jacutinga;MG
4699;3135001;Jaguaraçu;MG
4701;3135100;Janaúba;MG
4703;3135209;Januária;MG
4705;3135308;Japaraíba;MG
4707;3135407;Jeceaba;MG
4709;3135506;Jequeri;MG
4711;3135605;Jequitaí;MG
4713;3135704;Jequitibá;MG
4715;3135803;Jequitinhonha;MG
4717;3135902;Jesuânia;MG
4719;3136009;Joaíma;MG
4721;3136108;Joanésia;MG
4723;3136207;João Monlevade;MG
4725;3136306;João Pinheiro;MG
4727;3136405;Joaquim Felício;MG
4729;3136504;Jordânia;MG
4731;3136603;Nova União;MG
4733;3136702;Juiz de Fora;MG
4735;3136801;Juramento;MG
4737;3136900;Juruaia;MG
4739;3137007;Ladainha;MG
4741;3137106;Lagamar;MG
4743;3137205;Lagoa da Prata;MG
4745;3137304;Lagoa dos Patos;MG
4747;3137403;Lagoa Dourada;MG
4749;3137502;Lagoa Formosa;MG
4751;3137601;Lagoa Santa;MG
4753;3137700;Lajinha;MG
4755;3137809;Lambari;MG
4757;3137908;Lamim;MG
4759;3138005;Laranjal;MG
4761;3138104;Lassance;MG
4763;3138203;Lavras;MG
4765;3138302;Leandro Ferreira;MG
4767;3138401;Leopoldina;MG
4769;3138500;Liberdade;MG
4771;3138609;Lima Duarte;MG
4773;3138708;Luminárias;MG
4775;3138807;Luz;MG
4777;3138906;Machacalis;MG
4779;3139003;Machado;MG
4781;3139102;Madre de Deus de Minas;MG
4783;3139201;Malacacheta;MG
4785;3139300;Manga;MG
4787;3139409;Manhuaçu;MG
4789;3139508;Manhumirim;MG
4791;3139607;Mantena;MG
4793;3139706;Maravilhas;MG
4795;3139805;Mar de Espanha;MG
4797;3139904;Maria da Fé;MG
4799;3140001;Mariana;MG
4801;3140100;Marilac;MG
4803;3140209;Maripá de Minas;MG
4805;3140308;Marliéria;MG
4807;3140407;Marmelópolis;MG
4809;3140506;Martinho Campos;MG
4811;3140605;Materlândia;MG
4813;3140704;Mateus Leme;MG
4815;3140803;Matias Barbosa;MG
4817;3140902;Matipó;MG
4819;3141009;Mato Verde;MG
4821;3141108;Matozinhos;MG
4823;3141207;Matutina;MG
4825;3141306;Medeiros;MG
4827;3141405;Medina;MG
4829;3141504;Mendes Pimentel;MG
4831;3141603;Mercês;MG
4833;3141702;Mesquita;MG
4835;3141801;Minas Novas;MG
4837;3141900;Minduri;MG
4839;3142007;Mirabela;MG
4841;3142106;Miradouro;MG
4843;3142205;Miraí;MG
4845;3142304;Moeda;MG
4847;3142403;Moema;MG
4849;3142502;Monjolos;MG
4851;3142601;Monsenhor Paulo;MG
4853;3142700;Montalvânia;MG
4855;3142809;Monte Alegre de Minas;MG
4857;3142908;Monte Azul;MG
4859;3143005;Monte Belo;MG
4861;3143104;Monte Carmelo;MG
4863;3143203;Monte Santo de Minas;MG
4865;3143302;Montes Claros;MG
4867;3143401;Monte Sião;MG
4869;3143500;Morada Nova de Minas;MG
4871;3143609;Morro da Garça;MG
4873;3143708;Morro do Pilar;MG
4875;3143807;Munhoz;MG
4877;3143906;Muriaé;MG
4879;3144003;Mutum;MG
4881;3144102;Muzambinho;MG
4883;3144201;Nacip Raydan;MG
4885;3144300;Nanuque;MG
4887;3144409;Natércia;MG
4889;3144508;Nazareno;MG
4891;3144607;Nepomuceno;MG
4893;3144706;Nova Era;MG
4895;3144805;Nova Lima;MG
4897;3144904;Nova Módica;MG
4899;3145000;Nova Ponte;MG
4901;3145109;Nova Resende;MG
4903;3145208;Nova Serrana;MG
4905;3145307;Novo Cruzeiro;MG
4907;3145406;Olaria;MG
4909;3145505;Olímpio Noronha;MG
4911;3145604;Oliveira;MG
4913;3145703;Oliveira Fortes;MG
4915;3145802;Onça de Pitangui;MG
4917;3145901;Ouro Branco;MG
4919;3146008;Ouro Fino;MG
4921;3146107;Ouro Preto;MG
4923;3146206;Ouro Verde de Minas;MG
4925;3146305;Padre Paraíso;MG
4927;3146404;Paineiras;MG
4929;3146503;Pains;MG
4931;3146602;Paiva;MG
4933;3146701;Palma;MG
4935;3127057;Fronteira dos Vales;MG
4937;3146909;Papagaios;MG
4939;3147006;Paracatu;MG
4941;3147105;Pará de Minas;MG
4943;3147204;Paraguaçu;MG
4945;3147303;Paraisópolis;MG
4947;3147402;Paraopeba;MG
4949;3147501;Passabém;MG
4951;3147600;Passa Quatro;MG
4953;3147709;Passa Tempo;MG
4955;3147808;Passa Vinte;MG
4957;3147907;Passos;MG
4959;3148004;Patos de Minas;MG
4961;3148103;Patrocínio;MG
4963;3148202;Patrocínio do Muriaé;MG
4965;3148301;Paula Cândido;MG
4967;3148400;Paulistas;MG
4969;3148509;Pavão;MG
4971;3148608;Peçanha;MG
4973;3148707;Pedra Azul;MG
4975;3148806;Pedra do Anta;MG
4977;3148905;Pedra do Indaiá;MG
4979;3149002;Pedra Dourada;MG
4981;3149101;Pedralva;MG
4983;3149200;Pedrinópolis;MG
4985;3149309;Pedro Leopoldo;MG
4987;3149408;Pedro Teixeira;MG
4989;3149507;Pequeri;MG
4991;3149606;Pequi;MG
4993;3149705;Perdigão;MG
4995;3149804;Perdizes;MG
4997;3149903;Perdões;MG
4999;3150000;Pescador;MG
5001;3150109;Piau;MG
5003;3150208;Piedade de Ponte Nova;MG
5005;3150307;Piedade do Rio Grande;MG
5007;3150406;Piedade dos Gerais;MG
5009;3150505;Pimenta;MG
5011;3150604;Piracema;MG
5013;3150703;Pirajuba;MG
5015;3150802;Piranga;MG
5017;3150901;Piranguçu;MG
5019;3151008;Piranguinho;MG
5021;3151107;Pirapetinga;MG
5023;3151206;Pirapora;MG
5025;3151305;Piraúba;MG
5027;3151404;Pitangui;MG
5029;3151503;Piumhi;MG
5031;3151602;Planura;MG
5033;3151701;Poço Fundo;MG
5035;3151800;Poços de Caldas;MG
5037;3151909;Pocrane;MG
5039;3152006;Pompéu;MG
5041;3152105;Ponte Nova;MG
5043;3152204;Porteirinha;MG
5045;3152303;Porto Firme;MG
5047;3152402;Poté;MG
5049;3152501;Pouso Alegre;MG
5051;3152600;Pouso Alto;MG
5053;3152709;Prados;MG
5055;3152808;Prata;MG
5057;3152907;Pratápolis;MG
5059;3153004;Pratinha;MG
5061;3153103;Presidente Bernardes;MG
5063;3153202;Presidente Juscelino;MG
5065;3153301;Presidente Kubitschek;MG
5067;3153400;Presidente Olegário;MG
5069;3153509;Alto Jequitibá;MG
5071;3153608;Prudente de Morais;MG
5073;3153707;Quartel Geral;MG
5075;3153806;Queluzito;MG
5077;3153905;Raposos;MG
5079;3154002;Raul Soares;MG
5081;3154101;Recreio;MG
5083;3154200;Resende Costa;MG
5085;3154309;Resplendor;MG
5087;3154408;Ressaquinha;MG
5089;3154507;Riacho dos Machados;MG
5091;3154606;Ribeirão das Neves;MG
5093;3154705;Ribeirão Vermelho;MG
5095;3154804;Rio Acima;MG
5097;3154903;Rio Casca;MG
5099;3155009;Rio Doce;MG
5101;3155108;Rio do Prado;MG
5103;3155207;Rio Espera;MG
5105;3155306;Rio Manso;MG
5107;3155405;Rio Novo;MG
5109;3155504;Rio Paranaíba;MG
5111;3155603;Rio Pardo de Minas;MG
5113;3155702;Rio Piracicaba;MG
5115;3155801;Rio Pomba;MG
5117;3155900;Rio Preto;MG
5119;3156007;Rio Vermelho;MG
5121;3156106;Ritápolis;MG
5123;3156205;Rochedo de Minas;MG
5125;3156304;Rodeiro;MG
5127;3156403;Romaria;MG
5129;3156502;Rubelita;MG
5131;3156601;Rubim;MG
5133;3156700;Sabará;MG
5135;3156809;Sabinópolis;MG
5137;3156908;Sacramento;MG
5139;3157005;Salinas;MG
5141;3157104;Salto da Divisa;MG
5143;3157203;Santa Bárbara;MG
5145;3157302;Santa Bárbara do Tugúrio;MG
5147;3157401;Santa Cruz do Escalvado;MG
5149;3157500;Santa Efigênia de Minas;MG
5151;3157609;Santa Fé de Minas;MG
5153;3157708;Santa Juliana;MG
5155;3157807;Santa Luzia;MG
5157;3157906;Santa Margarida;MG
5159;3158003;Santa Maria de Itabira;MG
5161;3158102;Santa Maria do Salto;MG
5163;3158201;Santa Maria do Suaçuí;MG
5165;3158300;Santana da Vargem;MG
5167;3158409;Santana de Cataguases;MG
5169;3158508;Santana de Pirapama;MG
5171;3158607;Santana do Deserto;MG
5173;3158706;Santana do Garambéu;MG
5175;3158805;Santana do Jacaré;MG
5177;3158904;Santana do Manhuaçu;MG
5179;3159001;Santana do Riacho;MG
5181;3159100;Santana dos Montes;MG
5183;3159209;Santa Rita de Caldas;MG
5185;3159308;Santa Rita de Jacutinga;MG
5187;3159407;Santa Rita de Ibitipoca;MG
5189;3159506;Santa Rita do Itueto;MG
5191;3159605;Santa Rita do Sapucaí;MG
5193;3159704;Santa Rosa da Serra;MG
5195;3159803;Santa Vitória;MG
5197;3159902;Santo Antônio do Amparo;MG
5199;3160009;Santo Antônio do Aventureiro;MG
5201;3160108;Santo Antônio do Grama;MG
5203;3160207;Santo Antônio do Itambé;MG
5205;3160306;Santo Antônio do Jacinto;MG
5207;3160405;Santo Antônio do Monte;MG
5209;3160504;Santo Antônio do Rio Abaixo;MG
